City,State,lat,lon
Balmville,New York,41.5281,-74.0234
Mabank,Texas,32.3685,-96.1138
Mountain View,Hawaii,19.5366,-155.159
Felton,California,37.0392,-122.0808
Summersville,West Virginia,38.2864,-80.8409
Hansville,Washington,47.8979,-122.5579
Spring City,Pennsylvania,40.1768,-75.5466
Cleveland,Georgia,34.597,-83.7622
El Dorado Springs,Missouri,37.8694,-94.0196
Mingo Junction,Ohio,40.3244,-80.6173
Shenandoah Farms,Virginia,38.9752,-78.0482
Brown Station,Maryland,38.8539,-76.7978
Perham,Minnesota,46.5999,-95.5771
Plainview,Minnesota,44.1648,-92.1697
Pleasant Valley,West Virginia,39.4504,-80.1552
Flat Rock,North Carolina,35.2678,-82.4526
Lake Lakengren,Ohio,39.6894,-84.69
Manti,Utah,39.2668,-111.6351
Wadsworth,Illinois,42.4448,-87.9202
Waterloo,Wisconsin,43.1835,-88.9899
Emerald Mountain,Alabama,32.4396,-86.0857
Lisbon,Maine,44.0289,-70.1076
Sleepy Eye,Minnesota,44.299,-94.7234
New Hampton,Iowa,43.0563,-92.3153
Yuma,Colorado,40.1235,-102.7161
Clifton,Texas,31.7822,-97.5824
Elba,Alabama,31.4172,-86.0759
Guayanilla,Puerto Rico,18.0222,-66.7898
Ketchum,Idaho,43.6867,-114.373
Dahlgren,Virginia,38.3443,-77.0624
Pendleton,South Carolina,34.6451,-82.7818
Middlebury,Indiana,41.6696,-85.7075
Merton,Wisconsin,43.1416,-88.3082
Oakland,Florida,28.5535,-81.636
Dover,Florida,27.9927,-82.2198
Auburn,Nebraska,40.3894,-95.8436
Landmark,Arkansas,34.6076,-92.3186
Shannondale,West Virginia,39.2123,-77.8105
Dennis Port,Massachusetts,41.6677,-70.1358
Howe,Texas,33.5067,-96.6155
Wellsboro,Pennsylvania,41.7458,-77.3031
Hidden Meadows,California,33.2237,-117.1198
Breckenridge,Minnesota,46.2662,-96.585
Mifflinburg,Pennsylvania,40.9202,-77.0465
Alma,Georgia,31.5432,-82.4745
McLendon-Chisholm,Texas,32.8481,-96.391
Moreland Hills,Ohio,41.4422,-81.4293
Mission Hills,California,34.6861,-120.4404
Benton City,Washington,46.2622,-119.4812
Blanchard,Louisiana,32.6027,-93.8832
Grand Bay,Alabama,30.4717,-88.345
Carrollton,Missouri,39.3636,-93.4955
Madera Ranchos,California,36.9279,-119.8773
Montrose,New York,41.2425,-73.9424
Cedar Grove,Florida,30.1812,-85.6268
Delshire,Ohio,39.0884,-84.5949
Goulding,Florida,30.4396,-87.23
Etna,Pennsylvania,40.4975,-79.9475
Dublin,Texas,32.0875,-98.3392
Reno,Texas,33.6659,-95.4768
Hillsboro,Missouri,38.2331,-90.5671
Montura,Florida,26.6428,-81.0937
Venice Gardens,Florida,27.0739,-82.4125
Hubbard,Oregon,45.1819,-122.8072
Presidio,Texas,29.5603,-104.3653
Andrews AFB,Maryland,38.8054,-76.8744
Netcong,New Jersey,40.8985,-74.7019
New Baden,Illinois,38.5367,-89.7071
Heflin,Alabama,33.647,-85.5698
St. Johns,Arizona,34.5018,-109.3784
Princess Anne,Maryland,38.2054,-75.697
Bunkie,Louisiana,30.954,-92.1884
Mono Vista,California,38.0123,-120.2697
Millvale,Pennsylvania,40.4818,-79.9736
North Great River,New York,40.7599,-73.168
Seacliff,California,36.977,-121.9176
Pottsgrove,Pennsylvania,40.2644,-75.6093
Lake Delton,Wisconsin,43.5932,-89.7841
Hobart,Oklahoma,35.0246,-99.0875
Santa Rita Ranch,Texas,30.6642,-97.8328
Teague,Texas,31.6296,-96.2802
Ringgold,Georgia,34.9136,-85.1215
Orange,Ohio,41.4414,-81.4743
Tomahawk,Wisconsin,45.4746,-89.7228
Key Center,Washington,47.3376,-122.7506
Leesburg,Georgia,31.7324,-84.1688
Hot Springs,South Dakota,43.4195,-103.4657
Loyalhanna,Pennsylvania,40.3144,-79.356
Rainbow Lakes Estates,Florida,29.158,-82.5099
Germantown Hills,Illinois,40.7711,-89.4669
Crockett,California,38.0519,-122.2201
Sabana Hoyos,Puerto Rico,18.4213,-66.6084
Jewett City,Connecticut,41.607,-71.9806
Dilley,Texas,28.6675,-99.1765
Helemano,Hawaii,21.5362,-158.0194
West DeLand,Florida,29.0162,-81.3343
Johnston City,Illinois,37.8214,-88.929
Red Rock,Arizona,32.561,-111.3745
Blackstone,Virginia,37.0822,-78.003
Midway,Florida,30.4995,-84.4582
Ebensburg,Pennsylvania,40.4884,-78.7264
Pine Hills,California,40.7313,-124.1551
Windsor,North Carolina,35.9928,-76.9401
Upper Greenwood Lake,New Jersey,41.1856,-74.3787
Wallace,North Carolina,34.738,-77.9908
Story City,Iowa,42.1866,-93.5863
Compo,Connecticut,41.1225,-73.3516
Kincheloe,Michigan,46.2688,-84.4568
Ponderosa Park,Colorado,39.3987,-104.6355
Marysville,Kansas,39.8432,-96.6387
Brownstown,Pennsylvania,40.1267,-76.2184
Wanakah,New York,42.7435,-78.9027
Freedom,California,36.9403,-121.7953
Carthage,New York,43.9837,-75.6021
Day Valley,California,37.0255,-121.8559
Arcadia,South Carolina,34.9609,-81.9929
Mount Angel,Oregon,45.0695,-122.7972
Hebron,Indiana,41.3247,-87.2018
Altavista,Virginia,37.1235,-79.2856
Madison,Ohio,41.7722,-81.0529
Springdale,Pennsylvania,40.5409,-79.7819
South Vacherie,Louisiana,29.9406,-90.6893
Peralta,New Mexico,34.8283,-106.6859
Frontenac,Kansas,37.4581,-94.7012
Elma,Washington,47.0055,-123.4112
Paw Paw,Michigan,42.2148,-85.8919
Union Springs,Alabama,32.1395,-85.7141
Grasonville,Maryland,38.9559,-76.1947
Rayville,Louisiana,32.4707,-91.7576
Humboldt Hill,California,40.7219,-124.1987
North Wales,Pennsylvania,40.2111,-75.2745
Rio Dell,California,40.5023,-124.1105
Hemlock Farms,Pennsylvania,41.3157,-75.0515
Mount Oliver,Pennsylvania,40.4113,-79.9856
Crestview Hills,Kentucky,39.0249,-84.5695
Welcome,North Carolina,35.9066,-80.2548
Tyro,North Carolina,35.7997,-80.3765
Vine Hill,California,38.007,-122.0873
Farmerville,Louisiana,32.7752,-92.4013
Hidden Springs,Idaho,43.7201,-116.2508
Benson,Minnesota,45.3152,-95.6058
South Duxbury,Massachusetts,42.0203,-70.6913
Loxahatchee Groves,Florida,26.7106,-80.2763
Cottonwood,California,35.3464,-118.9851
Cleves,Ohio,39.1635,-84.7468
Essexville,Michigan,43.6123,-83.8423
Burney,California,40.8846,-121.6691
Central Gardens,Texas,29.9893,-94.0216
Dewey,Oklahoma,36.7913,-95.9328
Wilder,Vermont,43.6804,-72.3168
Peshtigo,Wisconsin,45.056,-87.7471
Canyon Creek,Washington,48.1157,-121.9832
West Lake Hills,Texas,30.292,-97.8083
Forks,Washington,47.9527,-124.3903
Roland,Oklahoma,35.4147,-94.5137
Pistakee Highlands,Illinois,42.4023,-88.2115
Gray,Georgia,33.0021,-83.5374
Huntington,Texas,31.2803,-94.577
Chattahoochee,Florida,30.6977,-84.8341
Maple Heights-Lake Desire,Washington,47.4441,-122.0972
Stepney,Connecticut,41.3256,-73.2674
Park Hill,Oklahoma,35.8417,-94.9734
Strasburg,Colorado,39.7181,-104.3195
Malvern,Pennsylvania,40.0329,-75.5146
Ingram,Pennsylvania,40.4447,-80.0685
Newburgh,Indiana,37.9494,-87.4053
Vinton,Louisiana,30.1957,-93.5818
West Point,Virginia,37.5519,-76.8017
Weaver,Alabama,33.7601,-85.8117
Alexander,Arkansas,34.6185,-92.4512
Wrightsville,Georgia,32.727,-82.7191
Saddle River,New Jersey,41.0273,-74.0956
Harvey,Michigan,46.4832,-87.3569
Mayfield,Ohio,41.5502,-81.4369
Strathmore,California,36.1461,-119.0644
Riverside,New York,40.9093,-72.6695
Dillonvale,Ohio,39.2173,-84.4031
Woodlawn Beach,Florida,30.3865,-86.9944
Hardwick,Georgia,33.0523,-83.244
Agua Dulce,California,34.5044,-118.316
Abernathy,Texas,33.842,-101.8162
Lake View,Alabama,33.2802,-87.1259
Union City,Indiana,40.1995,-84.8206
Moulton,Alabama,34.4844,-87.2833
Ohioville,Pennsylvania,40.6872,-80.4783
East Richmond Heights,California,37.945,-122.314
Beaver,Utah,38.2759,-112.6383
Winnsboro,Texas,32.9557,-95.2909
Redwood,Texas,29.81,-97.9103
Naranjito,Puerto Rico,18.3029,-66.2498
Yountville,California,38.3963,-122.3671
Feather Sound,Florida,27.9061,-82.6813
Acushnet Center,Massachusetts,41.685,-70.9064
Shenandoah,Texas,30.184,-95.4557
Jefferson,Ohio,41.7384,-80.7689
Liberty,South Carolina,34.7904,-82.6961
Level Park-Oak Park,Michigan,42.3642,-85.2664
Kilauea,Hawaii,22.2108,-159.3965
Marienville,Pennsylvania,41.4687,-79.1181
Halfway House,Pennsylvania,40.2796,-75.6405
Gallipolis,Ohio,38.8186,-82.1934
Paloma Creek,Texas,33.2253,-96.9371
El Verano,California,38.2975,-122.4915
Westville,Illinois,40.0439,-87.6389
Turnersville,New Jersey,39.7666,-75.0613
Robins,Iowa,42.08,-91.6763
Water Valley,Mississippi,34.1622,-89.63
Blanding,Utah,37.6213,-109.5073
North Lakeville,Massachusetts,41.862,-70.9411
Holton,Kansas,39.4699,-95.7319
Fairchild AFB,Washington,47.6187,-117.6484
Village Shires,Pennsylvania,40.2016,-74.9706
South Eliot,Maine,43.1287,-70.7952
Sissonville,West Virginia,38.5042,-81.6398
Ponce Inlet,Florida,29.0927,-80.9472
Sewaren,New Jersey,40.5519,-74.2581
Virden,Illinois,39.506,-89.7711
Lordstown,Ohio,41.1684,-80.859
Haworth,New Jersey,40.9622,-73.9976
Newbern,Tennessee,36.1169,-89.2713
Reamstown,Pennsylvania,40.2113,-76.118
Clarence Center,New York,43.0085,-78.6309
Waller,Texas,30.0665,-95.9278
Mountain View Acres,California,34.4976,-117.3472
Coplay,Pennsylvania,40.671,-75.4961
Lake Cherokee,Texas,32.3569,-94.6513
Minden,Nevada,38.9632,-119.7683
Oracle,Arizona,32.6085,-110.7826
Six Mile Run,New Jersey,40.473,-74.5334
Ellsworth,Wisconsin,44.7364,-92.4806
Waldron,Arkansas,34.9022,-94.0953
Rural Hall,North Carolina,36.2251,-80.2973
Smithville-Sanders,Indiana,39.0597,-86.5108
Welsh,Louisiana,30.2355,-92.8135
Somerville,Tennessee,35.2352,-89.3869
Moscow Mills,Missouri,38.94,-90.9254
Red Oak,North Carolina,36.0415,-77.9064
Jefferson,Oregon,44.7171,-123.0068
Iowa,Louisiana,30.2393,-93.013
Pickens,South Carolina,34.8856,-82.7104
Arbuckle,California,39.0141,-122.061
Parker,Arizona,34.0286,-114.2224
Annandale,Minnesota,45.2599,-94.1205
Winnebago,Illinois,42.2671,-89.234
Williamsburg,Iowa,41.6683,-92.0103
Morada,California,38.0386,-121.2456
Dalzell,South Carolina,34.0189,-80.4297
Berwyn Heights,Maryland,38.9928,-76.9132
Golden Grove,South Carolina,34.7324,-82.4407
Lake Park,North Carolina,35.0849,-80.6349
Shady Spring,West Virginia,37.7032,-81.0914
Plymouth,North Carolina,35.8588,-76.7487
Victor,Idaho,43.6014,-111.1108
Hominy,Oklahoma,36.4219,-96.393
Warm Beach,Washington,48.1665,-122.3448
Clare,Michigan,43.8259,-84.763
East Basin,Utah,40.7359,-111.4708
Jackson,Minnesota,43.6265,-94.9891
Magnolia,Mississippi,31.1619,-90.467
Holiday Shores,Illinois,38.9222,-89.936
Blissfield,Michigan,41.8311,-83.8635
Amesti,California,36.9583,-121.7805
Chenango Bridge,New York,42.1716,-75.8586
Pomona,New York,41.1891,-74.0543
Penrose,Colorado,38.4213,-105.0004
Muldrow,Oklahoma,35.404,-94.5976
La Blanca,Texas,26.3048,-98.0286
Breñas,Puerto Rico,18.4734,-66.3346
Hahira,Georgia,30.9941,-83.3786
Llano,Texas,30.7509,-98.6763
Emerald Lakes,Pennsylvania,41.0845,-75.4154
Winchester,California,33.7146,-117.0775
New Orleans Station,Louisiana,29.8314,-90.0211
West Wyomissing,Pennsylvania,40.3222,-75.995
Pleasant Hill,Pennsylvania,40.3369,-76.448
Grangeville,Idaho,45.926,-116.1224
Spencer,North Carolina,35.6986,-80.4254
Hodgenville,Kentucky,37.5668,-85.7354
Carmel-by-the-Sea,California,36.5528,-121.9222
Ridgecrest,Florida,27.8923,-82.8074
Blountville,Tennessee,36.533,-82.329
Louisiana,Missouri,39.4413,-91.0626
Boscobel,Wisconsin,43.1437,-90.6948
Pemberwick,Connecticut,41.0225,-73.6564
New York Mills,New York,43.1007,-75.2932
Lake Holm,Washington,47.2985,-122.1335
Bullard,Texas,32.1451,-95.3196
Dunean,South Carolina,34.8203,-82.4225
Trafford,Pennsylvania,40.3846,-79.7576
Nesquehoning,Pennsylvania,40.866,-75.8322
Crystal River,Florida,28.8964,-82.5991
Masontown,Pennsylvania,39.8486,-79.9085
Carlyle,Illinois,38.6217,-89.3734
Cascade Valley,Washington,47.1417,-119.326
Lake Providence,Louisiana,32.8132,-91.1825
Morganfield,Kentucky,37.6869,-87.8878
Hartville,Ohio,40.9618,-81.3348
Chincoteague,Virginia,37.9593,-75.3495
Bandon,Oregon,43.1141,-124.4158
Thiensville,Wisconsin,43.2361,-87.9785
South Hempstead,New York,40.6814,-73.6233
Newcastle,Wyoming,43.851,-104.2123
Mattapoisett Center,Massachusetts,41.6666,-70.8056
Wayne Heights,Pennsylvania,39.7455,-77.5437
Point Baker,Florida,30.6855,-87.0522
Ely,Minnesota,47.9054,-91.8517
North Plains,Oregon,45.5974,-122.9948
Brillion,Wisconsin,44.1758,-88.0707
Palo Cedro,California,40.5658,-122.2425
Paw Paw Lake,Michigan,42.2113,-86.2759
Aguas Buenas,Puerto Rico,18.2573,-66.1061
Ravena,New York,42.4755,-73.8112
Marion,Alabama,32.6318,-87.3172
Avery Creek,North Carolina,35.4651,-82.5719
East Dennis,Massachusetts,41.7392,-70.1577
Karnes City,Texas,28.8858,-97.9002
Algona,Washington,47.282,-122.2504
Johnson Creek,Wisconsin,43.0812,-88.7702
Fort McKinley,Ohio,39.8027,-84.246
Sugar Creek,Missouri,39.1433,-94.3994
Athens,Pennsylvania,41.9515,-76.5187
Lake Erie Beach,New York,42.6242,-79.0786
Perkins,Oklahoma,35.9785,-97.0301
Narragansett Pier,Rhode Island,41.4281,-71.4668
Ossian,Indiana,40.877,-85.1683
West Liberty,Kentucky,37.9161,-83.2668
Gowanda,New York,42.4612,-78.9339
Kaunakakai,Hawaii,21.0905,-156.9981
Hartford,South Dakota,43.621,-96.9424
Hamburg,New Jersey,41.1485,-74.5736
South Dennis,Massachusetts,41.7051,-70.1537
Blairsville,Pennsylvania,40.4326,-79.2599
Petersburg,Alaska,56.7566,-132.8727
Moosup,Connecticut,41.7173,-71.8757
Moose Lake,Minnesota,46.4442,-92.7654
Knoxville,Illinois,40.907,-90.2857
Lowesville,North Carolina,35.4193,-80.9998
Groveville,New Jersey,40.1679,-74.6523
Lewes,Delaware,38.7776,-75.145
Sisco Heights,Washington,48.118,-122.1112
Milford,Iowa,43.3336,-95.1478
Hoosick Falls,New York,42.9009,-73.35
Paris,Arkansas,35.2894,-93.7252
Baldwyn,Mississippi,34.5071,-88.6416
North Browning,Montana,48.5706,-113.0267
Blue Earth,Minnesota,43.6409,-94.1005
Hiawatha,Kansas,39.8519,-95.538
Centerville,Pennsylvania,40.03,-79.9633
Dandridge,Tennessee,36.0284,-83.4308
Boiling Springs,Pennsylvania,40.1592,-77.1391
Oakridge,Oregon,43.7451,-122.4638
Brodhead,Wisconsin,42.6168,-89.3756
Mount Shasta,California,41.3206,-122.315
Mannford,Oklahoma,36.1306,-96.334
Howards Grove,Wisconsin,43.8261,-87.8232
River Road,North Carolina,35.5107,-76.9898
Kingstree,South Carolina,33.6665,-79.8292
Ocala Estates,Florida,29.2018,-82.3098
Willcox,Arizona,32.2515,-109.8359
Niantic,Connecticut,41.3258,-72.1952
Brackenridge,Pennsylvania,40.6079,-79.7411
Eielson AFB,Alaska,64.6741,-147.0605
Wesleyville,Pennsylvania,42.1369,-80.0123
Rush City,Minnesota,45.6875,-92.9655
Montgomery,Minnesota,44.445,-93.5797
Dundee,Oregon,45.2759,-123.007
Williams,Arizona,35.2476,-112.1834
South Jacksonville,Illinois,39.7025,-90.2292
Sleepy Hollow,Illinois,42.0912,-88.3138
Winnsboro,South Carolina,34.3718,-81.0907
Peaceful Valley,Washington,48.9507,-122.1484
Havana,Illinois,40.295,-90.0566
Macungie,Pennsylvania,40.5165,-75.5545
Penbrook,Pennsylvania,40.2781,-76.8483
South Alamo,Texas,26.1517,-98.1079
Livingston,Alabama,32.5982,-88.1891
Moss Beach,California,37.5184,-122.5036
Yorkville,Wisconsin,42.7155,-88.0097
Buffalo,Missouri,37.6444,-93.097
Corning,Arkansas,36.4134,-90.5839
West Fork,Arkansas,35.9355,-94.18
Minerva,Ohio,40.7306,-81.1023
Hogansville,Georgia,33.1674,-84.9027
Milton,Delaware,38.775,-75.3102
Woodbourne,Pennsylvania,40.2017,-74.8873
Beloit,Kansas,39.4645,-98.1082
Waialua,Hawaii,21.566,-158.1199
Hinton,Oklahoma,35.4895,-98.3575
Algoma,Wisconsin,44.6058,-87.4465
Port Angeles East,Washington,48.1041,-123.3694
Rockfish,North Carolina,34.9902,-79.0694
Garnett,Kansas,38.2845,-95.2408
Melbourne Beach,Florida,28.0668,-80.561
Rockwood,Michigan,42.0705,-83.243
Chandler,Texas,32.3065,-95.4781
Wellford,South Carolina,34.962,-82.0937
Newton,Mississippi,32.3296,-89.1534
Orofino,Idaho,46.4866,-116.2572
Cashmere,Washington,47.5175,-120.467
Country Club,Missouri,39.8388,-94.8205
Mobridge,South Dakota,45.5409,-100.4349
Sharpsburg,Pennsylvania,40.494,-79.9249
Brent,Alabama,32.9421,-87.1753
Mount Penn,Pennsylvania,40.3287,-75.8897
Stonybrook,Pennsylvania,39.9811,-76.6306
Burlington,Colorado,39.3042,-102.2712
Galena,Illinois,42.4218,-90.4293
Warrior,Alabama,33.8149,-86.8157
Cuthbert,Georgia,31.7713,-84.794
Leisuretowne,New Jersey,39.8987,-74.7059
Chimayo,New Mexico,35.9981,-105.9413
Redwood,Oregon,42.4219,-123.3915
Buzzards Bay,Massachusetts,41.755,-70.6128
Cuba,Missouri,38.0671,-91.4057
Desert View Highlands,California,34.5903,-118.1535
South Beach,Florida,27.5883,-80.3435
Bunnell,Florida,29.4193,-81.3231
Tangelo Park,Florida,28.456,-81.4465
Sherwood,Wisconsin,44.1763,-88.2756
Lake Royale,North Carolina,35.9666,-78.196
Vado,New Mexico,32.1278,-106.6571
Kotzebue,Alaska,66.8766,-162.5231
Gloucester Courthouse,Virginia,37.4053,-76.526
Monmouth Beach,New Jersey,40.3364,-73.9863
Bath,Michigan,42.8199,-84.4544
State Line,Pennsylvania,39.7329,-77.7247
Ladysmith,Wisconsin,45.4606,-91.0973
Ferriday,Louisiana,31.6343,-91.5562
Tipton,California,36.0572,-119.3135
Eagle Lake,Minnesota,44.1636,-93.8823
Port Washington North,New York,40.8434,-73.7014
Glasgow,Montana,48.199,-106.6321
McChord AFB,Washington,47.133,-122.4923
West Burlington,Iowa,40.8215,-91.1755
Tallapoosa,Georgia,33.7335,-85.2859
Coquí,Puerto Rico,17.9793,-66.2255
Biscoe,North Carolina,35.3585,-79.7816
North Shore,Virginia,37.0783,-79.6525
Lodi,Wisconsin,43.3154,-89.5367
Elizabethtown,North Carolina,34.6219,-78.6074
Chico,Washington,47.6226,-122.7193
Red Bay,Alabama,34.4357,-88.1361
Monument Beach,Massachusetts,41.7192,-70.606
Carrollton,Ohio,40.5787,-81.0907
Denmark,South Carolina,33.3152,-81.1364
Gambrills,Maryland,39.0927,-76.6511
Bishop,Texas,27.5852,-97.7975
Gleed,Washington,46.6594,-120.6025
Barton Creek,Texas,30.2818,-97.8681
Hideaway,Texas,32.489,-95.4578
Cassville,Missouri,36.6786,-93.8682
Georgetown,Illinois,39.9774,-87.6354
Wrightstown,Wisconsin,44.3263,-88.1756
Cutten,California,40.7657,-124.1445
Nyssa,Oregon,43.8779,-116.9956
Saluda,South Carolina,34.0009,-81.7713
Villa Ridge,Missouri,38.4676,-90.8854
New Holstein,Wisconsin,43.9491,-88.0942
Val Verde,California,34.4504,-118.6717
Cleveland,Oklahoma,36.3008,-96.4635
Hanceville,Alabama,34.0632,-86.7645
McDonald,Ohio,41.1636,-80.7233
Brightwaters,New York,40.7193,-73.2642
Harriman,New York,41.3088,-74.1445
Reliez Valley,California,37.9399,-122.1027
Blountstown,Florida,30.443,-85.0455
Fiskdale,Massachusetts,42.1229,-72.1089
Ingalls Park,Illinois,41.5204,-88.0345
Slippery Rock,Pennsylvania,41.0695,-80.058
Wolfdale,Pennsylvania,40.1979,-80.3001
Lutcher,Louisiana,30.0646,-90.7124
Erda,Utah,40.6028,-112.3214
Southern Gateway,Virginia,38.3489,-77.5036
Claryville,Kentucky,38.914,-84.4095
Hilltop,South Carolina,34.9755,-81.9586
Morongo Valley,California,34.0724,-116.5627
Lebanon,Virginia,36.8991,-82.0784
Wellsville,Ohio,40.6042,-80.655
Park Hills,Kentucky,39.0692,-84.5313
Greenwood,Louisiana,32.4359,-93.9643
Putney,Georgia,31.4755,-84.101
Zillah,Washington,46.4084,-120.2727
Vivian,Louisiana,32.8711,-93.9862
Lincoln Heights,Ohio,39.2434,-84.457
Wilder,Kentucky,39.0401,-84.4816
Big Coppitt Key,Florida,24.5914,-81.6574
Northeast Ithaca,New York,42.4703,-76.4623
Maybrook,New York,41.4881,-74.213
Piney Point Village,Texas,29.7588,-95.5156
Orchard City,Colorado,38.8144,-107.9705
Central Park,Washington,46.9705,-123.7018
Tipton,Iowa,41.7701,-91.1283
Pine City,Minnesota,45.8368,-92.9682
Skidway Lake,Michigan,44.1918,-84.0467
Millersburg,Ohio,40.5533,-81.9171
Horace,North Dakota,46.7558,-96.9078
Big Sky,Montana,45.2592,-111.3426
Valley View,Pennsylvania,39.9497,-76.701
Winfield,West Virginia,38.5292,-81.8857
Shelby,Montana,48.5031,-111.8614
East Greenville,Pennsylvania,40.4057,-75.5059
Red Springs,North Carolina,34.8046,-79.1822
Montezuma,Georgia,32.2997,-84.0246
La Paloma,Texas,26.0518,-97.6552
Valhalla,New York,41.0773,-73.7778
Hokendauqua,Pennsylvania,40.6585,-75.4952
Wewoka,Oklahoma,35.1441,-96.4968
Dover Base Housing,Delaware,39.1178,-75.4837
Churchill,Pennsylvania,40.4389,-79.8416
Grantville,Georgia,33.2371,-84.8293
West Union,Ohio,38.7917,-83.5441
Holmes Beach,Florida,27.5108,-82.7152
East Brewton,Alabama,31.0906,-87.0556
Le Roy,Illinois,40.3395,-88.7628
Mount Morris,Michigan,43.1176,-83.6987
Erwinville,Louisiana,30.541,-91.3885
Hollywood Park,Texas,29.5994,-98.4841
Edgewood,Pennsylvania,40.4313,-79.8839
Mineral Springs,North Carolina,34.9412,-80.6847
Country Squire Lakes,Indiana,39.038,-85.6849
Woodbury Heights,New Jersey,39.816,-75.1511
Nicholls,Georgia,31.5186,-82.6396
Tybee Island,Georgia,32.0095,-80.8531
San Saba,Texas,31.1975,-98.7194
DeQuincy,Louisiana,30.449,-93.4456
Summit,Mississippi,31.2808,-90.467
Clyde Hill,Washington,47.6304,-122.218
Pitcairn,Pennsylvania,40.4079,-79.7765
Biscayne Park,Florida,25.8818,-80.1814
East Dundee,Illinois,42.0972,-88.2545
Summit Hill,Pennsylvania,40.8249,-75.8464
Byrnes Mill,Missouri,38.4395,-90.5741
South Pittsburg,Tennessee,35.0111,-85.7183
Burgaw,North Carolina,34.5509,-77.9224
Corunna,Michigan,42.9837,-84.1162
Stanton,Kentucky,37.8465,-83.8564
Kurtistown,Hawaii,19.586,-155.0713
Marshall,Virginia,38.8661,-77.8453
Salmon,Idaho,45.1743,-113.8947
Kingman,Kansas,37.648,-98.1167
Hill 'n Dale,Florida,28.519,-82.2918
Proctor,Minnesota,46.7407,-92.2282
Okemah,Oklahoma,35.4292,-96.2998
San Antonio Heights,California,34.1573,-117.6592
Sandia Heights,New Mexico,35.1747,-106.4884
Fairport Harbor,Ohio,41.7475,-81.2731
Mount Gilead,Ohio,40.5532,-82.828
Nashville,Illinois,38.3541,-89.377
Hicksville,Ohio,41.2944,-84.7648
Myerstown,Pennsylvania,40.3722,-76.3055
George West,Texas,28.33,-98.1183
Atoka,Oklahoma,34.386,-96.1317
Arthurtown,South Carolina,33.9644,-81.0023
Cutchogue,New York,41.0168,-72.4871
West Sand Lake,New York,42.6402,-73.6033
Bamberg,South Carolina,33.2995,-81.0323
Cannon AFB,New Mexico,34.3885,-103.3185
Vienna,Georgia,32.0926,-83.7868
Savanna,Illinois,42.0904,-90.1395
Gloverville,South Carolina,33.5274,-81.8144
Ripley,West Virginia,38.8201,-81.7091
Ashland,Nebraska,41.0396,-96.3723
Pottsville,Arkansas,35.2312,-93.0654
Valley Green,Pennsylvania,40.1567,-76.7947
Nevada City,California,39.2607,-121.0231
Nags Head,North Carolina,35.9473,-75.6273
East Syracuse,New York,43.0638,-76.0698
Dry Ridge,Ohio,39.2589,-84.6342
Salunga,Pennsylvania,40.0929,-76.4279
Marin City,California,37.871,-122.5137
Early,Texas,31.7421,-98.9366
Corydon,Indiana,38.213,-86.1257
Yerington,Nevada,38.9554,-119.1101
Grand Saline,Texas,32.6776,-95.7114
Hawaiian Acres,Hawaii,19.5324,-155.0498
Auberry,California,37.0853,-119.4495
Riverview,Missouri,38.7442,-90.211
Kingwood,West Virginia,39.4719,-79.6822
Baiting Hollow,New York,40.9582,-72.7395
Wyoming,Pennsylvania,41.3058,-75.8418
Northwest Harwinton,Connecticut,41.7769,-73.0794
Snowmass Village,Colorado,39.2212,-106.9392
Cactus,Texas,36.0444,-102.008
Upland,Pennsylvania,39.8562,-75.3796
Angwin,California,38.5776,-122.4513
Capitol View,South Carolina,33.965,-80.9223
Pine Ridge,South Dakota,43.027,-102.5524
Wildwood Crest,New Jersey,38.9718,-74.8377
Soda Springs,Idaho,42.659,-111.5878
Iuka,Mississippi,34.8077,-88.1978
Lake Lotawana,Missouri,38.902,-94.2626
Mount Pocono,Pennsylvania,41.1225,-75.3582
Linwood,Pennsylvania,39.8254,-75.4253
Blackhawk,South Dakota,44.1514,-103.334
Henrietta,Texas,33.8146,-98.1924
Pines Lake,New Jersey,40.9983,-74.2643
Moonachie,New Jersey,40.8408,-74.059
Lanai City,Hawaii,20.8279,-156.9147
North Fork,California,37.2306,-119.5199
Blue Ridge,Virginia,37.3783,-79.8206
Lordship,Connecticut,41.1533,-73.1197
Bayshore,North Carolina,34.2893,-77.8025
Prescott,Arkansas,33.8056,-93.3909
McSherrystown,Pennsylvania,39.8036,-77.0199
Tonkawa,Oklahoma,36.6769,-97.3235
Barranquitas,Puerto Rico,18.1848,-66.3102
Shady Cove,Oregon,42.6117,-122.8179
Tama,Iowa,41.9648,-92.5743
Shrub Oak,New York,41.3257,-73.8296
Beulah,North Dakota,47.2665,-101.7734
Williston Highlands,Florida,29.3336,-82.5357
Syracuse,Indiana,41.4226,-85.7492
Southern Shores,North Carolina,36.1205,-75.7328
Shorewood Forest,Indiana,41.4598,-87.1497
Garner,Iowa,43.1,-93.6031
Lakeshore,Louisiana,32.535,-92.0328
Eagle Crest,Oregon,44.2614,-121.2995
Cold Spring Harbor,New York,40.8621,-73.4506
Pawhuska,Oklahoma,36.6687,-96.3313
Pajaro,California,36.9017,-121.7417
Kings Beach,California,39.245,-120.0203
West End-Cobb Town,Alabama,33.6526,-85.8741
Meadowdale,Washington,47.8583,-122.316
Huntingtown,Maryland,38.6117,-76.6187
National Park,New Jersey,39.8676,-75.1852
Frazier Park,California,34.8118,-118.9549
Chappaqua,New York,41.1575,-73.766
